var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13
1.04978178740325,9.91786344528656,13.31,-31.5138225656602,97.26092,101.0677,7.64,5.8,60.87572344656,32.0556155944878,-4.95199265452442,2.8693845444117,8.57
-3.89200152906213,12.8525112731174,11.11,-116.028431291092,93.27708,97.27077,7.94,5.7,32.3048715717569,16.7316936779244,9.1186969978267,5.47973316312778,9.32
-1.60332845384303,10.1468855513692,3.87,35.4950823205149,90.24444,91.11929,7.4,6.7,7.54120689579523,21.2313956708407,-5.91572330834609,6.2256018068318,8.9
-4.86192331148843,6.87696021614919,5.39,82.7317486618998,90.93671,91.40377,8.01,9.1,-38.5747099560838,8.69960850703251,-13.5485322434292,9.86335787466928,8.78
3.07003241142638,5.26818527589796,5.97,57.1489541179577,94.28236,96.22802,7.96,9.1,-42.6560531249478,-20.4766501570205,0,15.5871302148945,8.75
6.55635615412535,8.14089153955937,6.22,-46.3604195689816,97.53554,100.1914,8.48,8.1,26.4717078676618,19.0577970157676,15.2277370883898,12.322505034383,8.94
5.35673603227451,7.25972740227085,5.37,33.1333086472135,100.1344,101.4701,7.76,7.8,22.4577489369622,13.1166814053948,1.88071743947233,9.86877550182115,8.66
8.93210253984975,2.8673957914453,5.07,55.8744298633638,101.9698,102.9924,7.66,8.1,27.8510078299867,-9.17159497896733,-8.07257370691303,13.0262515868491,8.5
3.01121552035184,4.96900799942281,5.71,9.5154568229507,102.1647,102.0464,7.86,8,29.1594954922836,21.0844664150194,0.0709031287865258,9.83531945400458,8.6
2.02864571348016,6.29934278725557,5.31,7.36650004878427,101.969,100.238,7.55,7.4,34.6764758385689,10.2299746936303,5.28223188081185,12.4913930609921,8.36
2.99111687903562,5.51732885293426,4.17,12.2371193179781,102.4986,100.6359,6.81,7.4,8.80198058897292,3.97482249996628,-1.33158248244705,14.8895929759451,7.93
4.62720901238995,8.13587369484914,4.72,-30.9671594930656,103.6864,101.8235,7.42,7.9,33.1725765503371,3.54118785867072,-2.18214355529405,12.3358512323129,8.09
7.77449518598132,5.99511638619674,5.64,12.7143491160094,103.9947,101.9712,7.2,7.5,16.6023765416526,7.5654711366866,-4.29329530747324,9.39621929151073,7.91
7.01472762674982,5.2545911621479,6.46,-11.4308162852307,103.4279,100.7912,7.41,6.6,10.9768137950539,2.83522535766494,-4.84506394713264,9.17906717464874,7.96
0.0419870347947437,6.4726331404966,6.53,-1.01685321379286,102.9183,101.9848,7.78,6,13.8978543710152,-12.9583809843652,-14.5604310773336,8.25025149244496,8.3
1.3894045905694,7.00097425990904,6.97,-20.1632185660646,103.2245,101.4674,8.15,6.6,18.4188785907878,18.077095356567,-8.78324140270337,6.55749130811039,8.49
15.2574119793911,9.9693633809828,8.01,32.4547934191369,104.3127,103.3074,8.62,6.2,15.8129907544975,54.2379614420753,-2.22627961700859,7.91967665345759,8.8
3.89275053070079,9.12587110646861,8.9,33.2316731728351,104.2164,103.3522,8.56,5.8,12.2797004513416,12.3204203034327,-16.9435244821077,7.76530299612546,8.77
5.32919213316561,8.33363476113682,10.84,-20.5590942599382,102.949,102.8949,9.15,5.7,10.4344423232227,29.7528312262855,3.83657651972555,6.87898780618923,9.28
0.794242549554269,11.6118458700456,10.07,27.4092808380189,101.8343,101.8631,9.11,6.1,4.46626043997753,16.8513304595152,4.98030149087398,5.73994268757758,9.35
0.484170393696814,12.9497586636067,10.54,10.4289827205776,100.6707,99.84699,8.81,6,31.6947664132265,14.6140969906156,9.54828957981917,10.2125442396858,9.19
2.86222534488871,12.0063583761063,12.16,29.2888755026365,99.28598,98.31186,9.44,5.7,33.4013572321915,35.1193741062893,-3.08019618121591,8.49894302999132,9.49
1.03445362721573,13.2199738690208,14.77,0.273156685891962,97.27992,97.27302,10.33,5.7,27.5549063398273,29.8470948184473,7.65646880545425,6.05964559725045,10.91
1.29213931775922,16.3079910250861,19.85,-17.013272501142,94.83155,95.25892,12.64,6.6,26.6893366660177,16.5955563897704,14.6675654946538,5.9084805268391,12.75
-8.1962442743162,11.8089757065285,10.44,50.3433351898437,95.35626,90.76324,10.09,7.8,-11.8893996357528,16.2202871694113,-20.0500964904407,8.24627816343657,10.33
-0.606817914946589,6.73092805301039,13.19,42.3940922853745,99.33138,98.58521,11.86,7.2,-16.4451226671261,7.83471399237285,-4.25001583450211,11.7896479408209,12.01
7.34360663576368,11.7448249347397,22,36.1352435868334,100.5345,100.2076,12.43,6.9,18.2814438965515,10.2823057822292,13.6693648696337,6.07557295102872,13.49
8.20026950787209,10.05767272041,14.63,5.44712588960543,99.65513,98.68534,13.13,7.7,18.662100759294,15.9476695927737,6.47877888594621,10.7871990743782,12.94
-2.93350469860414,8.4871972379382,18.64,-9.51869169496113,97.99023,98.86606,13.86,7.7,8.70832779565944,-6.83247277666936,22.7566518051887,6.88074793957014,13.7
4.56297614750554,11.3297334308562,16.58,-43.3750492979566,95.84974,95.51307,15.84,7.3,-10.1183275504681,-6.63061915997574,8.15086051113596,9.35812646265255,15.43
-4.69454395634727,4.27354492332519,13.13,26.7060576011222,93.77419,93.07368,13.98,8.3,8.45045827465825,-2.1546577894874,-12.5362923256031,10.8975775340429,14.35
-6.74746519290252,2.54238144027923,16.8,-30.3251569008495,92.23744,93.00268,14.18,9.5,-27.7975084711812,-15.753500815299,29.0783665983685,6.65555986569082,14.56
2.17398157803572,9.5987913245402,14.58,-2.45043059923269,91.93742,93.11576,14.44,9.8,-10.3585314702002,0.814985040032212,13.640433383992,7.92504794475413,15.17
-1.44273977202261,2.87623221814179,12.17,43.5481115719348,93.22807,93.5555,11.73,9.7,18.7194985722591,-19.1717065415673,16.9762880541956,9.18001041577163,13.08
0.390004748621209,0,11.2,67.0700890528433,95.89873,95.63047,10.36,10.5,-21.8585873315597,-28.6145198944197,-18.5964308401353,11.9994862186481,11.83
5.2050201748429,1.6343230090321,10.81,38.2235749471207,99.62894,100.2372,10.62,10.8,-8.92484465021894,5.6520480282515,-0.254736515535114,18.0350405070453,11.75
9.0251826466627,5.26589883648434,10.06,42.0226440178077,102.9529,102.5293,10.96,10.2,31.1947841934554,-6.34148664377463,9.4744170385539,8.19580524102506,11.82
7.75634763514859,4.00403743804034,10.59,-0.607949470346369,104.7046,104.7196,11.44,8.8,20.1837696686681,9.84689050908898,8.40321774041755,7.40353826696278,12.23
8.16549554342316,3.96435355978149,9.92,1.53701585084995,105.3227,105.6284,11.82,8,28.887503848447,11.2270586334425,0.182717932374032,6.74315358478701,12.55
7.8694783586414,5.87382067316824,10.24,-9.7125832178417,104.6828,103.1187,12.53,8.1,44.6571652887911,6.97216644001486,-10.3629543001876,10.7240197509302,12.7
6.96466585573248,3.09778895819122,10.85,-10.6480782598307,102.7743,101.9557,13.84,7.4,2.79328179135589,6.67968669526147,12.9122800766297,6.23709627395499,13.75
3.91627074579191,3.8388010564038,11.23,36.9717505293764,101.0408,99.1855,12.47,7.1,28.139286283173,14.2067784497186,19.3979189849266,6.29905133064383,12.55
3.17762349490067,3.04473401585206,8.74,7.27070930076756,100.4138,98.75887,11.55,7,-24.6634017976824,6.21555131156981,3.47216929662224,11.5134569963249,12.15
3.95633045003336,4.89878944398932,8.58,35.1106106847503,100.2588,97.94743,11.65,7.5,19.3223945414708,-6.2474112451298,15.5783800538622,7.15624102565009,12.42
3.64595606212532,2.61316841664936,7.95,28.1683491597608,100.0516,97.52364,10.25,7.5,10.8715630136714,-20.1825859133223,-13.4696624822226,9.06889832016908,10.99
6.17562281687967,2.22635083097771,8.84,-16.7210456651045,99.87282,98.45675,10.31,6.9,-14.8890406655475,-0.714040457666698,-7.34281339110154,8.74032686053354,11.07
2.98950060568899,5.14712984455734,13.46,63.4254581198061,100.0883,99.16462,9,6.7,32.5557362303165,0.759954231783411,-24.5321889038998,4.2441415102104,9.91
3.68882927646936,-1.46386256701234,8.06,52.6990312938722,100.1887,99.0225,7.39,7.5,-9.90423931084834,16.5335498159131,-25.577457289538,7.95987782031027,8.73
1.83232445849413,1.09839885954237,7.72,22.8168566122537,99.95391,98.92397,7.35,7.3,7.67597097411183,19.1189322146833,-6.44988547849863,11.4323350059692,8.96
4.00631185009672,2.18779032181438,6.9,-28.9768770174735,99.55193,99.32738,7.45,6.8,8.984657300131,-10.1042995434568,-13.358305537156,10.1546033716168,8.89
2.06697064333099,2.89856340830674,14.35,21.7070942944613,99.75191,99.43181,7.23,6.3,4.99878779206,17.2483136378972,2.20045251502938,8.47006376236337,8.53
2.78830270819981,5.02248751016516,6.23,77.3740943710468,100.9699,100.6953,7.51,6.9,10.1573270034699,-6.6726256320095,-19.1013998264296,1.625087886244,8.47
4.4652900585227,4.60793753314448,6.56,19.4139041013347,101.9246,101.9045,8.38,6.3,16.1415040139879,23.7033171381299,-8.02824024766018,2.67143807521641,9.33
3.61163380144021,4.20687488554705,8.38,25.475312874433,101.7533,103.007,9.63,5.7,13.3661333021898,27.1119201063804,-3.79743854005063,4.19053522273138,10.41
6.5476719407414,3.12637284118082,6.89,-102.096678362497,100.6527,102.7464,8.83,5.4,9.85956802651131,26.6328084320861,-25.5043606898219,3.63271249924857,10.06
2.24371255171292,3.10212670699137,6.83,22.1531196118065,100.5754,101.0514,8.57,5.9,9.95745306795683,31.1197236653157,-6.2473291790436,10.4526919680808,9.56
5.2501533187943,5.11734058396378,8.27,25.7924324936219,101.0393,101.9747,8.82,5.5,-0.825436989495643,20.2521814501175,1.68084289352457,6.66275534027534,9.83
2.30119165949745,5.05269876236021,8.54,1.35332869869345,101.2492,101.1002,8.87,5.2,2.84197292638453,12.0906043773417,15.9324353597771,2.394443332037,9.65
5.26277865823559,3.99670269276804,9.04,12.1615275829729,101.229,101.0303,9.14,5,13.2746391024398,15.865149429446,-22.1709277627973,2.68583917710039,9.61
4.01446282063489,4.94036745360376,9.79,27.3979199535823,100.428,99.69226,9.3,5.2,-3.86514350309852,10.195232612206,13.5984784602172,1.8762328780447,9.85
3.13281422499045,6.17145818922644,9.63,33.8369002420524,99.40538,97.51044,8.1,5.5,9.0103113276129,17.6763668225519,16.5514372672856,4.05049903574266,9.01
2.97473545856022,2.24990548990647,9.24,40.6956311006979,99.256,96.77588,8.31,5.1,-4.01719184013842,1.12776087322146,-3.17252158771097,7.96097925430601,9.04
0.844758645934718,4.77902936844714,7.97,8.17018952959501,99.59261,97.42033,7.93,5.1,-0.674392338422081,5.62787717940907,-12.1262233267085,7.91839126948304,8.87
4.35561307712504,7.21871297882934,8.3,-12.2181711060968,99.81081,98.45817,8.65,5.5,17.9390884471722,14.7777747243218,6.16679688935378,4.68539655550373,9.39
1.54339832498493,4.02324474921407,8.32,24.4025710037864,98.60732,98.02486,8.43,5.4,-7.55634948161088,3.43765752421206,-3.63427978504802,3.21788239503036,9.24
0.100521559200217,7.92708869988914,8.03,-59.1368700975398,95.661,96.17206,8.82,5.6,10.4413292261206,4.69135170076669,-18.6838414236689,4.52716520274734,9.6
-3.4239827085301,5.09943164452196,5.53,34.338445733804,93.74122,94.34745,8.08,6,3.03275007665107,11.2198401063324,-8.72193354165915,2.79771373333233,9.05
-1.87865847928919,1.78438957624998,5.53,54.2516490299043,94.97766,94.53851,8.05,7.2,-15.4801296435352,4.2416272706518,6.96817085463479,5.6823730833969,8.9
3.09162986168445,3.54507490313836,6.74,-0.917847172249964,97.3849,98.10188,8.24,7,-2.14408448101224,9.28880629053808,12.4746051727705,3.14686035624874,9.02
1.91530328154386,2.93041603682909,5.6,20.8376145582797,98.32732,100.1566,7.47,6.5,8.96133571169386,5.0548390465373,-9.82653317012634,0.0476677760872235,8.53
1.74202326792283,3.48839420217786,4.09,32.2051877462499,98.09782,97.93065,6.71,6.9,6.34373772616925,8.7707110834188,-15.0180522472688,1.44325464081376,8.16
4.69738812675189,2.59647503833094,4.07,-10.2333509857448,98.89886,100.0149,7.54,7.8,13.4725314524893,-0.905915726448825,13.7165767727133,4.23523989069778,8.37
4.38550411948313,2.86534176542581,4.53,7.53555133161079,99.34689,100.4694,7.14,8,10.6828296751623,-1.84487577458086,-12.8742938756822,-1.44688772126216,8.18
3.86930690799687,2.84496220632278,4.47,12.4179256680112,99.33329,99.15877,6.37,7.3,10.3255586098115,14.8277439989847,-7.77383358722723,2.8870192245023,7.94
3.98768674367886,3.38745849481512,2.66,19.6520496304156,100.0301,100.4954,6.7,7.1,9.6832600193018,0.185067080759183,22.152576504514,0.809488269587888,7.91
0.743885823749224,2.80113189532791,3.83,17.0969727691045,99.84182,100.046,6.03,7.4,10.8010435676682,1.65585426935237,0.932354108469013,-1.19762829242944,7.63
2.37117206588238,2.78165237827963,3.92,1.94211814224658,99.05482,98.62686,5.8,7.2,9.59784316667438,3.46269628947269,-7.93319808135102,3.09601909834356,7.24
1.9453089557274,1.93571065629961,3.99,10.2052548499607,99.20923,99.26018,5.4,6.4,3.17241061795599,0.940287481995483,2.01864582092135,1.44043948298744,6.73
5.30413692163023,3.57022624220171,2.85,9.16578306462128,100.52,100.9184,5.83,6.1,12.0176119489443,14.8283576942518,9.46188982962255,2.58112989213046,7
3.90155016037852,2.18132783252543,4.18,-15.46437126051,101.695,101.7281,6.77,6.8,11.6432610038316,4.17097716238928,-0.401525831748728,1.0463641845341,7.72
5.42932168528125,2.16949684374477,5.96,1.68089257128763,102.0681,102.3559,7.34,6.2,14.7304416232323,10.6303257907868,-4.32174648877997,-0.0181384358654668,8.18
2.34983449914523,3.76853393135619,5.44,19.0933607965952,101.8023,102.5731,7.62,5.6,21.263875723308,22.4053994064185,-10.2000180300994,0.761430536518759,8.5
4.51563770867693,2.13761363770857,4.94,-0.0625271386422099,100.8749,101.9277,7.84,5.1,15.2228049373541,9.20347543760229,10.362421605209,-0.397809696325169,8.49
1.36462430001814,2.9206900424068,6.3,37.1656793864968,98.86823,99.73163,7.2,5.7,12.7575092154395,18.251264935482,0.892042944464677,1.38806159869844,8.13
1.39570924494592,3.16207180284529,6.11,36.4692786203044,97.44556,97.55241,6.21,5.8,11.0661212779632,11.4129324232152,-19.3338471542578,6.23350433252128,7.35
3.40910522184714,1.83306376443682,6.2,30.5883051613812,97.12959,97.52484,6.17,5.4,-2.2099998809253,11.8042745652524,17.5884488802922,5.68030550869878,7.27
2.82936372379368,2.08469527247814,4.73,23.3843544271441,97.10677,96.77516,5.58,5.2,0.883343291617678,2.18416842456008,6.49633484959757,2.9544021182879,6.71
2.61567938869547,4.13707630978202,5.25,20.9112946852109,97.87268,97.4053,6.34,5.8,11.5876375554855,7.86702698487929,4.45775757908144,6.52930358206589,7.42
6.9239349983846,3.07496709707458,5,17.5623763017583,98.80559,99.15687,6.73,5.5,10.6743067961496,6.03290677370154,1.73775944723182,3.31508161813403,7.54
3.68299716130878,2.54453784280706,6.09,12.1786463111334,99.21068,99.14551,6.72,5,7.11925966520681,-1.89110101239152,-1.10497307836397,3.37253551323187,7.54
4.20335371413074,3.53537654989928,6.26,32.0241338429422,99.61723,100.3013,6.43,5,8.35943548309217,12.231923612633,3.93239502168079,5.75569173531889,7.27
3.03757507678455,1.7560391953733,7.07,10.5878920872513,100.4034,100.3086,6.92,5.5,11.926716340929,14.2531791256459,17.5322292743843,4.85873545603326,7.71
5.99022542037346,1.00000052083402,6.87,64.3582981136465,101.2591,101.2028,6.51,5.2,6.11435974633636,18.6684129899298,-7.0276673070115,4.77460098978071,7.43
5.06168292991163,2.48911817530733,5.81,28.8912147313379,101.8247,101.078,6.12,4.7,8.76280003359611,7.18621390012331,8.07498415743453,6.42282423867968,7.08
3.09299216183376,1.48606982074568,5.84,11.3252591898203,101.8276,100.6779,5.75,4.4,6.7202352788776,-2.39928003976217,19.4662555687106,6.21658817895039,6.71
3.93790022546909,0.494132243196788,5.88,52.2332523439712,101.3477,99.78393,5.67,5,2.32080868773608,-3.39165531735688,2.30609534929016,7.1658942956681,6.71
3.86062842522961,1.97044733442269,7.06,12.9955358778215,100.3151,98.47979,5.44,4.7,3.07055694013982,-12.5252120384907,10.3021976363056,7.18679888782248,6.51
5.1989342515526,1.71621470754708,6.14,-41.9090980473726,99.45019,98.01849,4.44,4.4,-0.0619616902056919,-3.31829211924841,1.96036676291271,7.560094725401,6.24
6.51273953901921,2.19579691390877,4.07,77.2284255654068,100.0463,97.92347,4.65,4,12.3340060973312,13.128702128234,-19.2211233996446,10.2813792090892,6.23
3.71862010399866,0.972053941316631,4.98,19.4489259717916,101.1831,99.60603,5.25,4.4,5.598746994864,-4.25225432322378,6.67544831002651,5.07667333003567,6.7
3.35538499457755,2.90206835246885,5.12,27.2438426955901,101.9656,100.6573,5.81,4.5,20.8396575119259,5.83132570571365,-0.28331121148959,7.11115917452432,7.21
5.06021653495026,4.31400227062504,5.51,-25.7915527411701,102.4372,101.475,5.9,4.1,22.7660603665043,14.0529668768096,-9.31858288445611,4.58919661690729,7.39
6.86261994880368,2.37671525150027,3.99,55.4842305251327,102.8617,101.9627,6.45,3.7,18.9313433179329,16.2747223226759,-0.725887142316139,6.97007140331323,7.64
1.14475114790764,5.17958973632133,6.17,9.06808968997481,102.655,100.8753,6.03,4.3,20.7056664904577,10.1959963209822,8.98026223337354,6.38959582559124,7.6
7.48491819458224,2.7972141963879,6.86,-10.7677470265898,101.7906,99.60019,6.03,4.1,13.3399394957273,12.5842969665314,7.42554205695036,4.6172258021663,7.69
0.510297536891358,3.238884093048,6.6,-3.89363265020748,100.1878,98.5697,5.8,3.8,13.910428943224,14.5701192520917,7.87182317857855,6.20144597353018,7.64
2.12388079993389,2.29753647170057,5.41,-32.5900521519177,97.97672,96.3276,5.12,3.7,5.60522276549023,-3.36312656156608,3.91242753406438,7.00718310904804,7.16
-1.14704917571231,3.42174883866377,5.29,-50.4768696368973,96.56641,95.2635,4.93,4.5,-11.551664311407,-6.27331348422899,12.6952473948545,11.8365744843146,7.06
2.11802192267072,3.61788786337804,3.95,22.7507111713354,96.309,96.1561,5.42,4.7,-23.5693575560646,-18.3667225144909,3.4940423808095,7.1650995511483,7.25
-1.21867666840103,0.899382054003794,2.75,-63.4959510554239,95.85151,96.8279,4.6,4.7,-16.9827750496864,-26.7641263195003,-5.26904734791565,13.7661700064058,7.17
0.978594319370529,-1.57524816805434,1.52,40.6073989704051,96.83575,97.18873,5.07,5.4,-13.3833354021007,-12.9784317939233,3.5421681129975,6.52689190003173,6.61
3.74292158409304,2.47261253768585,1.74,1.0979501146025,98.60061,100.5123,5.42,6.1,4.4147863521026,-3.12093139895424,6.09214627638437,3.29456799619123,6.9
2.17963103511494,2.45742185936209,1.73,-57.5369138724081,98.23358,100.5084,4.86,6,27.324744365535,14.2242496315703,-16.3113784521798,4.21710966018054,6.61
1.91851105772827,2.66371683599083,1.85,-75.863035294492,96.32391,98.92493,3.63,5.4,9.2099056620313,8.04482308345555,-0.301595959498258,7.22525435989851,6.09
0.192873417518058,2.20629351412072,1.16,32.4015652004366,95.24152,99.3311,3.83,5.7,7.422010108656,-7.61855293813269,-6.42068360420325,8.38819059267806,6.09
2.02149462176919,4.59397994675896,1.38,-12.8004116921666,95.01858,97.69762,3.83,6.2,8.27578729392897,5.50376117288351,-5.55707419885785,7.11363841998676,5.77
3.76513322616745,-1.74387197192409,1.45,57.2703333187537,96.51885,98.87287,3.54,6.5,0.664091237156583,-0.481026155173936,-21.2816144253861,9.28879579847646,5.16
6.70265745705763,4.34550715959467,1.17,10.4464543874936,98.99886,101.132,3.96,5.8,6.1015420817462,11.6783544829971,6.96988699352659,2.30473274800005,5.43
4.51060037980966,0.863464987214968,0.94,45.9612576237149,101.3035,103.9534,4.27,5.4,14.8665332677758,20.78989417694,-21.5115476801383,1.03121919913036,5.63
2.38388338328264,3.43534049302185,1.05,6.71643914774442,102.1247,104.2544,3.86,6,21.3083695702558,11.728950752223,2.74837544139324,7.52685022698572,5.37
3.04910690196465,3.82981649096799,1.38,6.82597545373405,101.8033,103.861,4.62,5.8,21.8577715591437,9.42437519074772,8.28063918106459,5.97332030156039,5.91
3.49618671357916,1.90124466734538,1.94,-7.53915675791816,101.1124,102.2771,4.14,5.1,11.2440838915745,10.2569813530835,-5.51375583610216,5.25735693218365,5.47
3.35850590314379,3.98430555030842,1.97,35.3154698167828,100.7794,101.8393,4.24,5.1,18.9795595433409,10.9939191741503,-27.0519085549072,4.85866936457455,5.43
4.35208261762909,2.91061575314799,2.96,-8.68714515537583,100.3584,100.7183,4.5,5.4,8.24136412787055,10.6870952905162,5.18896220577645,1.83161576843247,5.4
2.1761313465646,1.24095239139272,3.35,5.43738916920873,100.3064,100.3308,3.94,5.2,10.3079883272791,11.7706005164735,13.9605256442113,3.91452186744203,4.91
3.25138036954371,10.3954895238093,3.93,14.1657767931044,100.7868,101.6766,4.34,4.8,11.0027646254963,4.04546661583609,2.00919723013691,5.60805075693764,5.22
2.20700350763963,-1.41093620718742,4.09,8.26237846824753,101.7859,101.2613,4.39,4.6,21.7003269939255,15.5569520387623,2.03677950686263,4.15741363874673,5.26
4.82485010271461,3.21771468690564,5,16.4884751594514,102.2305,100.729,4.86,4.8,9.27094356315905,20.6042755477824,0.901916954835613,5.62643050996741,5.67
1.24242136838291,4.18434699909582,5.05,-5.8059441241479,101.8887,100.1549,5.15,4.8,5.6780083071331,9.83388394321238,-5.63256483655827,5.40774162580746,5.91
0.349856358708678,1.97726551900779,5.34,22.0441340231503,101.8976,99.5344,4.64,4.4,9.74432044307179,8.43050218408337,-3.44104588173053,4.78156035031319,5.42
3.11210372032349,0.591278747724289,5.17,25.9338696980386,102.5294,98.8662,4.71,4.3,-6.57243013162301,14.084713359042,-8.2245162962014,7.20575213804722,5.46
0.261002192304716,4.28616107318867,5.3,2.55161879789583,103.3022,99.3097,4.65,4.5,10.8641635975054,9.78211701018097,7.99405729232312,6.4172532345232,5.43
3.07011606495706,3.77388732735255,5.31,24.356352800503,103.8117,99.9115,5.03,4.7,5.95398881142515,8.95388093881948,-6.15605239631627,5.86196077347907,5.73
2.68561907946889,2.52633836489515,4.58,8.03927169663368,103.3311,99.0063,4.59,4.5,3.6091704492982,13.9942109109114,-12.2416090015555,6.07503029714138,5.76
1.45751494079462,5.52019275476852,3.06,-13.5547235566925,102.5557,98.3353,4.04,4.8,15.6746247328947,16.8900681776023,-11.5086493850256,3.06727128849289,5.41
-2.69512588603362,3.77133035894914,2.51,-39.6825429858122,101.9038,98.07153,3.45,5.2,23.0471236632489,23.3628537923195,-12.1909393574743,11.6316484254675,5.48
1.97749391046642,7.45419113231911,2.47,-11.0592521177932,100.5106,98.70014,3.99,5.7,12.9477909308335,19.3340875374005,6.43604442808901,3.13619955133362,5.6
-1.985442777233,2.59248283395301,2.03,-34.9637148732416,96.23624,95.90547,3.85,6,-1.90324029457827,4.1236172366105,18.7492660445855,10.9633120365729,6.01
-8.69844255724814,-13.9069262185831,0.14,-99.0935047487042,90.25071,91.64922,2.25,7.1,-70.4925081547032,-63.1880301079406,24.7116826826137,12.6021520630637,4.7
-5.59834837498698,2.07033840897566,0.16,-46.6667952410027,88.13359,92.9682,2.71,9,-84.070396467461,-56.769422396566,22.1342412258576,7.39277560538767,5.39
-0.422625511299657,4.29693917611438,0.22,59.1234239475693,91.09106,96.82268,3.53,9.7,-16.16614177209,-3.56440273650236,-30.0876973755312,3.01432963827821,5.37
1.26964986906017,1.98955016102396,0.07,58.0060124275953,95.01431,99.98741,3.31,9.5,31.9425547176039,23.2517295668835,-12.4131740917921,0.85139249569437,5.04
3.80604767960762,2.74418907932557,0.05,23.4509148837088,98.12463,101.1658,3.85,9.7,38.0250887721211,32.4155846672461,-9.22439113333517,0.717363249404457,5.33
1.57653268021676,-0.0773032221282222,0.09,20.9885528379925,99.90742,102.7117,3.84,10.2,21.4257255056431,19.6972327652858,5.3600116921487,2.97004750906638,5.32
3.82761364783448,-0.0368163096513996,0.09,-48.5298838380515,99.75183,101.335,2.97,9.6,17.2241250527563,11.4385395929787,16.7769054007778,5.11984863784676,4.66
2.7399732234187,1.82934707668068,0.15,42.8024681056634,99.96172,100.5575,2.53,9.2,8.78451930538873,10.9898319623248,-16.8569774659034,3.13117246284378,4.54
2.76895791454876,3.9314864791141,0.13,40.8662824250172,100.4635,101.3539,3.38,9.1,13.4805716266371,24.9073703287159,-10.3838724996798,4.55057555753058,4.88
-1.29898023265724,4.54320703918789,0.1,23.0026924871954,100.5865,101.2628,3.47,9.2,27.269704380064,19.2608288267664,-11.3787302755824,7.26141496730079,5.15
3.13785112711429,3.63439975889577,0.07,0.396331308063935,100.0741,99.8539,3.18,9.3,11.3092248250837,12.4535293669524,-4.29311809312232,11.2677754295127,5.14
1.35383580293365,2.9827620590325,0.06,-59.7149490549679,99.50101,99.76637,1.92,8.8,3.39768902957616,8.86912231819821,13.9422049859114,14.1769579673763,3.96
4.75180617856665,0.73870531631357,0.04,44.6752274372805,99.76957,100.2575643,1.89,8.3,6.83413652116371,1.20537716000371,8.29151044009997,3.11548692813659,3.77
3.64222314052398,2.87655492971126,0.09,47.4198336754672,100.0414,100.0228,2.23,8.4,5.11601220925471,6.30140021654029,-3.65484776248799,9.46128215842208,4.04
1.19720040864024,0.162602694362945,0.09,-11.160457168425,99.6916,99.57988,1.67,8.4,-1.73373276299955,2.90427477160549,14.895125024594,6.52872614070787,3.66
2.74702157483091,3.9329665355563,0.09,24.6319358254571,99.70535,99.55941,1.65,7.6,-5.16337581502668,0.435954189628518,-14.691199453009,6.60659764735811,3.42
0.145280822336247,0.0225018120506348,0.09,-1.51217534558512,100.0033,99.59263,1.78,7.6,1.57057388236481,-2.88456607554721,-3.52208684935782,11.9220243870387,3.67
1.13920148397142,1.68576205845419,0.09,40.3200855707642,100.2816,99.63683,1.87,7.6,-3.21740833108706,4.4669174366156,13.9457361918403,3.1329081934814,3.9
