"construction","cpi","employment","export","gas_price","gov_balance","ib_rate","import","ind_prod","labor_request","lend_rate","m2","ner","nfa_cb","oil_price","ppi","real_income","real_investment","reer","retail","time_y","unemp_rate","wage","agriculture"
8.5874,4.44376,4.73765,10.6972,2.66189,1.46324,5.8,10.2714,4.66985,7.23015,11.8,5.12762,3.31854,6.3441,4.9165,4.74184,5.22835,5.66326,4.59573,5.58742,2008.58,6.23928,5.30952,5.53633
8.5884,4.45514,4.73358,10.6655,2.70493,2.56059,7.1,10.2907,4.67009,7.25561,12.7,5.11073,3.37963,6.29681,4.77934,4.69216,5.19493,5.6636,4.58813,5.59357,2008.67,6.57247,5.31587,5.5027
8.58829,4.46499,4.72788,10.525,2.74389,2.39991,7.6,10.2142,4.6469,7.2423,14.1,5.07,3.56586,6.15699,4.49752,4.63518,5.16869,5.65554,4.60797,5.58764,2008.75,6.79465,5.3115,5.48213
8.56646,4.47305,4.71669,10.2537,2.78127,-4.47217,9.5,9.97927,4.52018,7.15315,15,5.03192,3.57571,6.0922,4.22546,4.56149,5.15388,5.63076,4.6233,5.57274,2008.83,7.0273,5.2935,5.48112
8.59629,4.4799,4.70253,10.1765,2.77791,-4.48738,8.3,9.98638,4.50163,6.98945,15.5,4.98189,3.52223,6.02042,4.01303,4.49309,5.12857,5.54192,4.58221,5.56052,2008.92,7.56904,5.27611,5.47049
8.52322,4.49481,4.68371,9.99358,2.75814,1.74559,16.3,9.69288,4.49915,6.93302,17.1,4.91394,3.49469,5.91738,4.08462,4.46236,5.14629,5.52582,4.48582,5.55309,2009,8.05893,5.28897,5.4642
8.52634,4.50851,4.67317,9.859,2.70569,-2.9347,9.3,9.70905,4.50855,6.93248,16.6,4.8982,3.4314,5.90851,4.03461,4.50744,5.18605,5.51982,4.43189,5.53635,2009.08,8.49518,5.27584,5.46256
8.54307,4.52009,4.66222,9.94295,2.4145,-2.89075,8.7,9.65763,4.50966,6.91491,16.1,4.89641,3.4356,5.90826,4.08662,4.52828,5.21063,5.49558,4.47586,5.52796,2009.17,8.59324,5.26812,5.46275
8.50765,4.52757,4.65106,9.84592,2.13225,-3.17562,8.6,9.65958,4.5202,6.93966,16,4.90355,3.44106,5.90903,4.15144,4.54242,5.21725,5.47844,4.49914,5.51948,2009.25,8.57059,5.26329,5.4642
8.50689,4.53362,4.6455,9.97107,2.1999,-3.01443,7.1,9.61103,4.51763,6.95483,15.9,4.92174,3.4601,5.95915,4.26512,4.54482,5.2268,5.45524,4.52233,5.5169,2009.33,8.82959,5.26202,5.46423
8.4833,4.54057,4.6383,10.0865,2.13541,-3.42049,6.8,9.68661,4.53142,6.93622,15.6,4.9267,3.40186,5.98114,4.44416,4.5634,5.20757,5.44335,4.54074,5.51413,2009.42,8.71184,5.2682,5.4661
8.53359,4.54832,4.62849,10.1588,1.88795,-2.09817,6.5,9.68441,4.54671,6.92993,14.9,4.93213,3.36867,5.95292,4.36975,4.576,5.19307,5.46917,4.5271,5.51071,2009.5,8.55874,5.2675,5.47912
8.51034,4.55332,4.6238,10.1802,1.84812,-1.5167,6.6,9.66429,4.53473,6.92093,15.2,4.94184,3.37143,5.97095,4.46529,4.58363,5.18643,5.45649,4.50965,5.50624,2009.58,8.48599,5.27117,5.47522
8.50696,4.55577,4.62168,10.2587,1.83009,-2.84029,7.2,9.79747,4.55432,6.92676,14.7,4.96521,3.40784,5.97766,4.39855,4.59645,5.21203,5.46495,4.52624,5.5104,2009.67,8.06677,5.28361,5.59107
8.50261,4.55682,4.61656,10.2839,1.84094,-1.56416,5.8,9.8314,4.56061,6.90714,14.1,4.99569,3.41411,6.02592,4.50237,4.59859,5.23395,5.47527,4.55524,5.51693,2009.75,7.92177,5.28737,5.46062
8.49601,4.55969,4.61285,10.2888,1.86861,-1.58834,5.3,9.84311,4.55424,6.88779,13.8,5.02247,3.4012,6.05136,4.59487,4.60662,5.22727,5.47973,4.56799,5.52254,2009.83,8.22864,5.29657,5.45562
8.46668,4.5636,4.60973,10.3027,1.8844,-1.58808,5.1,9.87291,4.56925,6.79313,13.7,5.04735,3.38405,6.03224,4.59843,4.62133,5.24026,5.47489,4.54531,5.53329,2009.92,7.97127,5.2844,5.50507
8.51057,4.57228,4.61081,10.3511,2.00115,-0.659777,4,9.78789,4.57838,6.89111,13.9,5.07049,3.37211,6.02468,4.61671,4.61509,5.27015,5.50794,4.5712,5.55723,2010,8.35113,5.30381,5.45091
8.50295,4.57814,4.60664,10.4057,2.03548,-1.18719,3.8,9.85959,4.57911,6.93662,12.7,5.08776,3.41707,6.02425,4.57596,4.6298,5.26733,5.49978,4.58853,5.55363,2010.08,7.72224,5.30912,5.44903
8.45827,4.5835,4.60619,10.3727,2.04865,-1.76908,3.6,9.91494,4.60035,6.96607,11.8,5.1078,3.4417,6.04812,4.61276,4.63989,5.27672,5.52488,4.61453,5.56524,2010.17,7.95254,5.32234,5.44937
8.52628,4.58689,4.60523,10.3972,2.08792,-0.925739,3.3,9.95073,4.59265,7.00277,11.4,5.12338,3.40817,6.07663,4.66439,4.66154,5.26632,5.52788,4.63162,5.57118,2010.25,7.87712,5.31738,5.44759
8.50062,4.59186,4.60714,10.3564,2.07528,-1.44302,2.8,9.98013,4.59466,7.02393,11.3,5.13656,3.42914,6.06143,4.53982,4.68585,5.27315,5.53259,4.63055,5.57627,2010.33,7.48362,5.31465,5.44884
8.48756,4.5968,4.60636,10.3781,2.10662,-0.625911,2.6,9.97645,4.60004,7.01604,11.4,5.14458,3.41904,6.07072,4.53135,4.6533,5.25847,5.5531,4.62458,5.58215,2010.42,7.03519,5.32969,5.4421
8.44301,4.60197,4.60465,10.3195,2.11804,-1.63483,2.6,10.0109,4.59674,7.03385,10.5,5.15512,3.42784,6.10488,4.51067,4.65482,5.26811,5.53237,4.61888,5.58806,2010.5,7.17364,5.33194,5.43024
8.48146,4.6121,4.60414,10.334,2.14767,-1.75499,2.6,10.1231,4.60329,7.04585,10,5.16576,3.44553,6.10271,4.52151,4.68005,5.25289,5.55256,4.62163,5.58753,2010.58,7.18658,5.3316,5.30036
8.45493,4.62279,4.6041,10.4215,2.15021,-0.825772,2.6,10.1279,4.6155,7.05605,9.7,5.17584,3.41773,6.12756,4.53769,4.66782,5.25976,5.56019,4.60106,5.58504,2010.67,6.8899,5.32527,5.30869
8.48296,4.62862,4.60286,10.4209,2.14896,-1.98584,2.7,10.1188,4.62703,7.07083,8.9,5.19431,3.39484,6.13937,4.62715,4.70006,5.26661,5.55761,4.58129,5.59169,2010.75,6.86925,5.32251,5.3266
8.49035,4.63657,4.60312,10.4155,2.16406,-0.885417,3.2,10.1357,4.62602,7.08792,9.1,5.20531,3.36384,6.10652,4.70107,4.75575,5.26698,5.57753,4.57327,5.60052,2010.83,6.61531,5.32721,5.31791
8.49518,4.64672,4.60201,10.5353,2.18135,-1.58954,3,10.1596,4.63416,7.10308,9.1,5.21208,3.34815,6.09489,4.80491,4.77447,5.27141,5.58863,4.60227,5.60189,2010.92,6.81173,5.33571,5.47152
8.49232,4.66383,4.61612,10.4436,2.19785,0.651189,2.7,10.1549,4.63884,7.13848,8.6,5.21109,3.31091,6.11093,4.84852,4.80001,5.27232,5.5733,4.64189,5.60605,2011,7.05814,5.32067,5.46939
8.51946,4.66951,4.61953,10.6807,2.21513,1.0099,2.8,10.2037,4.63182,7.14875,8.7,5.21877,3.33113,6.12696,4.91156,4.82795,5.25998,5.59548,4.65634,5.61519,2011.08,6.75609,5.31826,5.46864
8.54681,4.67444,4.61928,10.625,2.23833,1.27317,3.1,10.2761,4.64196,7.16946,8.7,5.22416,3.32755,6.143,4.97985,4.83251,5.24711,5.60736,4.67488,5.61925,2011.17,6.57269,5.34109,5.4674
8.52528,4.67917,4.61906,10.7343,2.27346,1.54631,3.3,10.2919,4.64829,7.19504,8.4,5.22983,3.32107,6.18047,5.03593,4.8434,5.24933,5.62399,4.66908,5.62836,2011.25,6.90982,5.33191,5.46757
8.53035,4.68388,4.61257,10.704,2.30619,0.700407,3.8,10.3437,4.65244,7.19922,8,5.23188,3.36488,6.17407,4.94602,4.85274,5.24434,5.62838,4.68065,5.63481,2011.33,6.45096,5.34112,5.46766
8.5576,4.68689,4.61072,10.7028,2.337,1.65757,3.7,10.3171,4.66145,7.2173,8.6,5.24179,3.46886,6.18209,4.95013,4.83013,5.25483,5.64271,4.68813,5.63969,2011.42,6.28871,5.34915,5.47225
8.55833,4.68805,4.61003,10.6185,2.38115,1.0545,3.9,10.2542,4.65233,7.21972,7.9,5.25635,3.40552,6.19491,4.95428,4.80722,5.26521,5.65211,4.6897,5.64917,2011.5,6.7365,5.35841,5.57704
8.55147,4.68997,4.60884,10.6724,2.40951,1.04739,4,10.3343,4.65772,7.21578,7.9,5.26917,3.44649,6.20731,4.88293,4.83184,5.25463,5.66633,4.65263,5.66202,2011.58,6.42742,5.37326,5.57171
8.59002,4.69188,4.60611,10.667,2.43597,0.795169,4.5,10.2769,4.66078,7.22552,8,5.28527,3.47103,6.15801,4.89217,4.83656,5.26647,5.67887,4.61125,5.66923,2011.67,6.34274,5.38224,5.63526
8.56621,4.69736,4.60646,10.6894,2.47041,0.95889,4.9,10.2727,4.65834,7.23648,8.6,5.29671,3.40983,6.16743,4.90493,4.85546,5.2593,5.67684,4.59845,5.67555,2011.75,6.32732,5.3819,5.64916
8.57077,4.7015,4.60557,10.7122,2.4892,0.155256,5,10.3271,4.66168,7.24922,8.8,5.31839,3.36867,6.13704,4.95559,4.87737,5.26838,5.68745,4.63317,5.67773,2011.83,6.19713,5.39377,5.6384
8.57969,4.70534,4.60373,10.7027,2.50316,-3.27757,5.4,10.2746,4.66977,7.2722,9.3,5.34545,3.37895,6.11798,4.96716,4.88753,5.28458,5.70244,4.63006,5.68508,2011.92,5.84366,5.4296,5.51527
8.56668,4.70472,4.60561,10.7324,2.5036,0.599115,4.8,10.3035,4.67905,7.32112,8.8,5.36684,3.38099,6.12369,4.99065,4.88836,5.29272,5.69507,4.64285,5.6852,2012,5.87175,5.41704,5.5126
8.57427,4.7068,4.60292,10.8052,2.5098,0.0643166,4.4,10.3255,4.69695,7.3468,8.9,5.37785,3.49469,6.13947,5.05254,4.89415,5.2831,5.70784,4.67311,5.69714,2012.08,5.69368,5.4329,5.51586
8.5817,4.71151,4.60192,10.7192,2.526,0.402765,5.1,10.3347,4.67983,7.35016,9.2,5.38311,3.49195,6.14346,5.06752,4.90547,5.27739,5.69981,4.69748,5.69608,2012.17,5.93855,5.42744,5.51852
8.56456,4.71489,4.60098,10.7144,2.5269,-0.193425,5.3,10.2848,4.67416,7.35382,9,5.38418,3.47228,6.16637,5.01494,4.9041,5.27856,5.70255,4.694,5.70074,2012.25,5.4564,5.42683,5.5202
8.60325,4.71986,4.60009,10.7361,2.53437,1.0923,5.8,10.3545,4.68586,7.34559,8.9,5.38344,3.48155,6.14231,4.91105,4.88052,5.29697,5.72141,4.67245,5.70951,2012.33,5.41839,5.45111,5.52132
8.61554,4.72914,4.59767,10.6354,2.53381,0.0136953,5.8,10.2997,4.67735,7.33548,9.3,5.37798,3.4314,6.14845,4.77615,4.87338,5.31454,5.71437,4.62713,5.71384,2012.42,5.43718,5.44268,5.51931
8.63479,4.74243,4.59624,10.6117,2.42835,0.0904624,5.6,10.34,4.68591,7.34163,9.5,5.37035,3.44362,6.13527,4.83284,4.85724,5.30039,5.71605,4.65425,5.71169,2012.5,5.458,5.43831,5.5201
8.61458,4.74728,4.59477,10.6083,2.43267,0.0918949,5.3,10.3567,4.69692,7.32876,9.1,5.36625,3.42816,6.14173,4.91209,4.8992,5.30871,5.71926,4.66212,5.71457,2012.58,5.34448,5.43863,5.52339
8.58596,4.75509,4.59476,10.6645,2.43626,-0.262126,5.5,10.2972,4.68132,7.31979,8.9,5.36673,3.41181,6.16621,4.91447,4.94579,5.31443,5.7123,4.65918,5.72159,2012.67,5.27009,5.4354,5.52895
8.61203,4.76023,4.59487,10.7176,2.44886,-0.152623,6.1,10.376,4.68786,7.32778,9.1,5.37618,3.4022,6.16386,4.92754,4.93933,5.31028,5.73044,4.67208,5.72324,2012.75,5.18745,5.45271,5.52379
8.62837,4.7634,4.59259,10.6869,2.45229,-0.00701097,6.1,10.3587,4.68713,7.34243,9.1,5.38587,3.41838,6.16592,4.94836,4.9404,5.33146,5.70886,4.6718,5.72521,2012.83,5.18855,5.46223,5.5287
8.64446,4.76814,4.59007,10.6611,2.45324,0.549841,6.2,10.3392,4.69269,7.38227,9.4,5.39911,3.43528,6.1874,4.9825,4.93746,5.32896,5.71296,4.68306,5.72861,2012.92,4.96762,5.47803,5.53734
8.59209,4.77309,4.58524,10.7155,2.43317,-0.0671054,5.4,10.409,4.68476,7.438,8.8,5.41915,3.43431,6.17419,5.00801,4.93686,5.33214,5.73712,4.70709,5.7309,2013,5.61485,5.47565,5.52705
8.58198,4.77723,4.58397,10.7356,2.43421,0.365685,5.7,10.3904,4.67645,7.49004,9.6,5.43439,3.4601,6.16468,5.02502,4.94012,5.35033,5.7227,4.71456,5.73005,2013.08,5.35362,5.47478,5.52763
8.59735,4.77987,4.58281,10.671,2.43158,-0.804851,6,10.3345,4.68414,7.47062,10,5.44726,3.48768,6.16805,4.93336,4.93437,5.3644,5.72856,4.7142,5.73722,2013.17,5.38756,5.48679,5.52829
8.64246,4.78493,4.58281,10.7048,2.4502,-0.444232,6.2,10.3858,4.68641,7.51332,10.2,5.45049,3.49681,6.18693,4.85608,4.91512,5.35324,5.72239,4.70039,5.7437,2013.25,5.45679,5.50414,5.52765
8.62177,4.79116,4.58327,10.632,2.43513,-1.08213,6.4,10.2962,4.68203,7.48409,9.9,5.45303,3.50345,6.15992,4.84084,4.90639,5.32273,5.71914,4.71025,5.74551,2013.33,5.42227,5.49997,5.52914
8.62318,4.79622,4.58114,10.6603,2.42611,-0.876711,6.3,10.3402,4.69572,7.45592,9.5,5.45463,3.48032,6.16381,4.85188,4.91134,5.34161,5.71559,4.67414,5.75243,2013.42,5.63664,5.49904,5.53275
8.63515,4.80496,4.57989,10.6719,2.39933,-0.774999,6.1,10.3429,4.69234,7.4035,9.2,5.45934,3.46761,6.15319,4.87622,4.92613,5.33222,5.72021,4.67376,5.75436,2013.5,5.55509,5.50363,5.53218
8.69187,4.81042,4.57641,10.642,2.39613,-0.712848,6.1,10.3105,4.69624,7.40746,9.3,5.45844,3.50134,6.14032,4.89088,4.94577,5.34108,5.71375,4.65776,5.75512,2013.58,5.5526,5.512,5.53735
8.72181,4.8146,4.57414,10.7073,2.39073,-0.331985,6.3,10.3353,4.69056,7.4045,9.5,5.4586,3.48676,6.17264,4.89878,4.95965,5.33447,5.71192,4.66702,5.7558,2013.67,5.57657,5.50268,5.53344
8.71886,4.82089,4.57263,10.6492,2.39459,-0.221681,6.1,10.3234,4.69232,7.40385,9.2,5.46172,3.55906,6.17438,4.90498,4.95787,5.34928,5.70791,4.67572,5.75759,2013.75,5.58428,5.50965,5.76009
8.73154,4.82618,4.5713,10.7202,2.39451,-0.889174,6.2,10.3404,4.71003,7.42275,9,5.46966,3.58712,6.16321,4.93331,4.956,5.35669,5.73234,4.6704,5.7629,2013.83,5.38809,5.51095,5.63619
8.71244,4.83053,4.57565,10.6882,2.39644,-0.821314,6.4,10.3574,4.68811,7.43422,9.4,5.47429,3.5701,6.15189,4.99153,4.97392,5.36333,5.70642,4.66042,5.75544,2013.92,5.45587,5.51603,5.59853
8.75005,4.83222,4.57018,10.7349,2.38769,4.3033,6.1,10.3694,4.69029,7.43192,9.2,5.47936,3.57487,6.12514,4.9595,4.98198,5.33115,5.69655,4.64535,5.75389,2014,5.25411,5.53498,5.59734
8.75942,4.83785,4.56971,10.5963,2.38337,-1.43849,6,10.2953,4.70261,7.44747,9.4,5.48184,3.5476,6.10644,4.95715,4.97345,5.33392,5.70361,4.61234,5.76781,2014.08,5.1774,5.52801,5.58882
8.78637,4.84674,4.56758,10.7266,2.37394,-0.703834,7.9,10.2966,4.70171,7.48129,10.3,5.46763,3.52342,6.09306,4.91646,4.98394,5.32593,5.69666,4.59502,5.77465,2014.17,5.10311,5.53696,5.58214
8.80292,4.85597,4.56577,10.7722,2.37254,0.173343,7.9,10.3104,4.70872,7.52398,10.5,5.46081,3.56897,6.05906,4.90355,4.98405,5.34851,5.70404,4.62045,5.77503,2014.25,5.15643,5.54043,5.58219
8.82897,4.8644,4.56268,10.7042,2.36673,-0.361505,8.2,10.2835,4.70888,7.5471,10.6,5.45121,3.60767,6.04919,4.90337,4.98943,5.35358,5.69934,4.65272,5.77462,2014.33,5.10646,5.52724,5.5787
8.84467,4.8714,4.56236,10.6326,2.35825,-0.577711,8.2,10.2763,4.70154,7.5644,10.7,5.44763,3.67427,6.06832,4.93336,4.99861,5.34035,5.70146,4.66899,5.77262,2014.42,5.11137,5.52681,5.5757
8.86504,4.87694,4.55968,10.7275,2.23304,-0.583442,8.2,10.2923,4.70712,7.58769,10.7,5.44914,3.74195,6.04655,4.86934,5.00938,5.35094,5.69804,4.66965,5.77643,2014.5,5.13445,5.52175,5.58282
8.85748,4.88329,4.55759,10.6164,2.3471,-0.87003,7.9,10.195,4.69945,7.57342,10.6,5.44935,3.89995,6.03844,4.80584,5.00175,5.36006,5.6932,4.64574,5.7785,2014.58,5.12626,5.50758,5.57227
8.87182,4.89178,4.55821,10.5447,2.33664,-0.96544,8,10.2246,4.71546,7.55687,10.6,5.4462,4.03566,6.01426,4.7618,4.99438,5.34735,5.68959,4.62193,5.77791,2014.67,5.15709,5.51994,5.66163
8.89746,4.90048,4.55599,10.604,2.34558,-1.46019,8.2,10.1826,4.71753,7.54057,10.8,5.44047,4.24305,5.94877,4.67822,5.00765,5.34775,5.68982,4.56581,5.77844,2014.75,5.17973,5.5153,5.64909
8.90206,4.91255,4.55647,10.4786,2.32806,-0.967976,10.2,10.0922,4.70504,7.50284,12,5.43587,4.11398,5.92334,4.61275,5.01632,5.32292,5.67023,4.47574,5.77915,2014.83,5.19385,5.50201,5.64678
8.93668,4.93774,4.55431,10.4334,2.32187,-2.0767,15.47,10.0794,4.72421,7.42816,18.31,5.38464,4.05803,5.82709,4.4151,5.03127,5.31599,5.68208,4.32836,5.79002,2014.92,5.17114,5.48394,5.64567
8.96482,4.97171,4.56106,10.3707,2.26866,-2.11747,17,9.85349,4.70218,7.3503,19.9,5.38074,3.93789,5.79041,4.1613,5.04784,5.3172,5.66953,4.25049,5.70383,2015,5.17205,5.4655,5.63394
8.99753,4.99242,4.55653,10.3742,2.23965,-1.69551,15.12,9.86032,4.69486,7.24396,18.1,5.37422,3.96367,5.74758,4.32681,5.06445,5.31975,5.6655,4.30379,5.69274,2015.08,5.36448,5.46629,5.63057
8.99603,5.00351,4.55336,10.3547,2.20287,-1.46983,14.9,9.84513,4.70003,7.1647,17.9,5.36954,4.02016,5.73364,4.26151,5.10531,5.3133,5.66586,4.4055,5.68821,2015.17,5.56802,5.44658,5.62864
