time,employment,ind_prod,cpi,ib_rate,lend_rate,real_income,unemp_rate,oil_price,ppi,construction,real_investment,wage,m2,rts,reer,gas_price,trade_balance,nfa_cb,ner,labor_request,agriculture,retail,gov_balance,export,import,time_y
1992 Jan,189.432983539258,NA,0.0157971714151809,NA,NA,NA,NA,23.2948108293398,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992
1992 Feb,189.595283746907,NA,0.0218413065653371,NA,NA,NA,NA,23.206905882814,0.0189049828500878,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.08333333333
1992 Mar,190.024901943624,NA,0.0283433307420203,NA,NA,NA,NA,22.0892572769858,0.0219017168160712,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.16666666667
1992 Apr,190.063090227777,NA,0.0344790436974818,NA,NA,NA,NA,23.9352611540278,0.0256480631135571,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.25
1992 May,189.509360107563,NA,0.0386000449362247,NA,NA,NA,NA,25.1533725558855,0.0299999315003344,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.33333333333
1992 Jun,188.459182293365,NA,0.0459720582633091,NA,NA,NA,NA,26.7231037438464,0.0372044436108841,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.41666666667
1992 Jul,188.020017025609,NA,0.0508256819444951,NA,NA,NA,NA,25.5426658904998,0.0435152531477204,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.5
1992 Aug,186.616597582999,NA,0.0552214165991542,NA,NA,NA,NA,24.8268684687896,0.0470025800812317,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.58333333333
1992 Sep,185.26091349558,NA,0.0615402851652265,NA,NA,NA,NA,25.5049923419887,0.0502874945316371,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.66666666667
1992 Oct,184.210735681382,NA,0.0756432671822576,NA,NA,NA,NA,25.4422030944703,0.0638611384199181,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.75
1992 Nov,183.275122719642,NA,0.0954240731282233,NA,NA,NA,NA,24.048281799561,0.08112280636479,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.83333333333
1992 Dec,182.329962686863,NA,0.11946324702089,NA,NA,100,NA,22.7924968491923,0.0973475391737507,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.91666666667
1993 Jan,176.46806106943,NA,0.150523973024184,NA,NA,73,NA,21.7878688888973,0.128498477251747,500,NA,100,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993
