"obs","construction","cpi","employment","export","gas_price","gov_balance","ib_rate","import","ind_prod","labor_request","lend_rate","m2","ner","nfa_cb","oil_price","ppi","real_income","real_investment","reer","retail","time","time_y","unemp_rate","wage","agriculture"
"1992M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727197,1992,NA,NA,NA
"1992M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727228,1992.08,NA,NA,NA
"1992M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727257,1992.17,NA,NA,NA
"1992M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727288,1992.25,NA,NA,NA
"1992M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727318,1992.33,NA,NA,NA
"1992M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727349,1992.42,NA,NA,NA
"1992M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727379,1992.5,NA,NA,NA
"1992M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727410,1992.58,NA,NA,NA
"1992M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727441,1992.67,NA,NA,NA
"1992M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727471,1992.75,NA,NA,NA
"1992M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727502,1992.83,NA,NA,NA
"1992M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727532,1992.92,NA,NA,NA
"1993M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727563,1993,NA,NA,NA
"1993M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727594,1993.08,NA,NA,NA
"1993M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727622,1993.17,NA,NA,NA
"1993M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727653,1993.25,NA,NA,NA
"1993M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727683,1993.33,NA,NA,NA
"1993M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727714,1993.42,NA,NA,NA
"1993M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727744,1993.5,NA,NA,NA
"1993M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727775,1993.58,NA,NA,NA
"1993M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727806,1993.67,NA,NA,NA
"1993M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727836,1993.75,NA,NA,NA
"1993M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.3,NA,727867,1993.83,NA,NA,NA
"1993M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.51,NA,727897,1993.92,NA,NA,NA
"1994M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.78,NA,727928,1994,NA,NA,NA
"1994M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.67,NA,727959,1994.08,NA,NA,NA
"1994M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5,NA,727987,1994.17,NA,NA,NA
"1994M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.35,NA,728018,1994.25,NA,NA,NA
"1994M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.29,NA,728048,1994.33,NA,NA,NA
"1994M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,728079,1994.42,NA,NA,NA
"1994M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.85,NA,728109,1994.5,NA,NA,NA
"1994M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.62,NA,728140,1994.58,NA,NA,NA
"1994M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.94,NA,728171,1994.67,NA,NA,NA
"1994M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,NA,NA,NA,NA,NA,47.12,NA,728201,1994.75,NA,NA,NA
"1994M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.47,NA,NA,NA,NA,NA,49.85,NA,728232,1994.83,NA,NA,NA
"1994M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,53.43,NA,728262,1994.92,NA,NA,NA
"1995M01",3487.29,4.02314,145.463,6659.75,2.56487,-0.174942,822.7,4646,68.4461,369.152,386.3,22.3822,5.12,2.09299,21.8926,3.93143,91.0392,89.3847,52.89,100.443,728293,1995,7.7461,73.0769,198.701
"1995M02",3468.71,4.40741,145.243,6970.56,2.5919,-0.218896,233,4822.12,67.637,372.382,449.4,22.1748,4.99,3.10979,22.3967,4.59318,89.3721,113.551,50.61,101.655,728324,1995.08,7.8194,71.6326,198.366
"1995M03",3443.56,4.8201,144.6,6755.21,2.61941,-0.330481,243.8,4894.89,67.17,375.63,422.1,21.3041,4.54,4.14803,21.6395,5.08798,91.2958,110.461,47.26,102.865,728352,1995.17,7.88934,70.6017,196.903
"1995M04",3414.41,5.26383,144.404,6726.59,2.66114,-0.0971741,175,4517.93,65.4164,380.644,416.7,22.032,4.45,5.83008,23.4255,5.82693,90.8245,111.79,46.78,94.6124,728383,1995.25,8.14797,70.815,195.799
"1995M05",3416.02,5.71672,143.846,7013,2.68995,-0.300776,87.5,5063.3,68.4555,384.641,404.1,22.727,4.45,8.66119,22.5063,6.35557,93.7242,128.425,49.84,104.936,728413,1995.33,8.39348,71.5471,194.857
"1995M06",3404.2,6.1623,143.182,7146.7,2.71799,-0.621761,93.4,5361.42,69.2789,392.518,316.1,23.3523,4.5,10.0855,21.5588,6.74623,92.5632,122.274,56.99,105.266,728444,1995.42,8.57202,71.3871,195.251
"1995M07",3396.18,6.5908,142.456,6543.89,2.74239,-0.440339,209,5259.6,67.8772,392.204,283.2,23.609,4.5,10.3207,19.3332,7.2026,93.0537,117.62,61.7,105.032,728474,1995.5,8.71665,71.533,196.16
"1995M08",3424.3,7.09229,141.713,6552.1,2.78388,-0.283154,182.5,5278.15,68.9252,395.85,253.4,23.7449,4.58,10.9162,19.2906,7.65538,92.0922,114.749,67.13,105.713,728505,1995.58,9.02027,72.5237,193.418
"1995M09",3364.6,7.52181,141.145,7185.58,2.78349,-0.732488,91.4,5397.77,67.9515,392.771,216.7,23.7333,4.64,11.1543,20.0119,8.05115,92.5719,111.185,68.69,104.865,728536,1995.67,9.03754,73.2986,191.502
"1995M10",3345.96,7.87279,140.299,6936.21,2.78597,-0.957371,39.6,5554.19,66.6792,388.799,233.3,23.8001,4.73,12.7029,19.8584,8.388,88.9211,112.17,70.07,105.856,728566,1995.75,9.20509,74.8236,189.207
"1995M11",3293.46,8.17152,139.461,7517.07,2.71174,-1.16437,38.7,6055.21,66.681,375.199,237.5,24.2447,4.82,12.3418,21.6709,8.66688,89.6889,131.863,71.8,105.85,728597,1995.83,9.04656,75.6432,191.772
"1995M12",3319.37,8.36751,138.362,6877.87,2.69919,-2.02087,68.6,5627.48,65.4746,359.443,224.9,24.948,4.86,14.3828,23.8649,8.9056,76.4466,125.183,72.68,98.9776,728627,1995.92,8.93653,74.7652,190.287
"1996M01",3239.87,8.36561,136.234,6869.72,2.6661,-0.955363,36.5,5631.31,65.3752,347.431,203.6,25.5046,4.94,11.8975,23.7316,9.18141,91.4719,119.34,73.85,107.104,728658,1996,8.91182,78.3028,190.196
"1996M02",3221.85,8.52867,135.002,7641.77,2.68608,-1.13945,34,6000.87,65.7553,336.71,183.8,26.2066,5.03,12.6887,23.4815,9.4263,92.5113,114.715,74.33,105.626,728689,1996.08,8.96525,80.8352,189.369
"1996M03",3237.66,8.78109,135.046,7744.68,2.68151,-0.889276,97,5731.71,65.9318,327.709,176.1,26.6046,5.11,16.3311,25.4158,9.67161,91.3105,113.476,74.86,105.125,728718,1996.17,9.05788,81.2868,189.395
"1996M04",3236.88,8.99151,136.132,7213.08,2.68934,-1.60404,44,6014.48,66.6958,319.032,177.3,26.6755,5.19,14.269,26.264,9.87983,90.1699,109.336,75.7,104.492,728749,1996.25,9.43763,81.4541,188.277
"1996M05",3206.15,9.16422,132.044,7782.17,2.69042,-1.25119,35.6,5845.5,64.4652,310.659,174.2,26.5034,5.35,12.0043,23.5263,10.0046,88.6793,108.638,75.61,103.766,728779,1996.33,9.71722,82.5903,187.967
"1996M06",3174.53,9.32819,131.253,7193.59,2.70051,-0.721815,89.3,5481.67,63.8086,306.846,177.6,26.6618,5.41,12.7923,22.7019,10.1816,89.6504,106.521,75.59,103.956,728810,1996.42,9.80934,83.0094,185.76
"1996M07",3112.48,9.49051,130.167,7376.62,2.66462,-1.05771,56.3,5780,64.0623,304.314,151,27.0233,5.45,12.4969,23.9035,10.3139,90.0516,106.043,74.17,104.304,728840,1996.5,9.96309,83.9458,183.31
"1996M08",3012.04,9.67066,129.255,7061.79,2.6995,-1.42599,37,5845.59,62.7915,297.987,125.2,27.4824,5.51,12.0887,23.9592,10.4826,91.6183,105.287,71.46,102.944,728871,1996.58,9.96849,84.9709,185.913
"1996M09",2165.98,9.82533,128.089,7246.39,2.73642,-0.745525,47.1,5470.42,63.9276,296.222,152.3,27.7845,5.55,11.3985,26.4975,10.6177,91.743,105.474,70.87,102.844,728902,1996.67,9.96996,84.3384,174.937
"1996M10",2373.85,9.94625,126.873,8495.48,2.8855,-0.671851,34.2,5495.88,64.3996,331.417,90.6,28.0501,5.63,10.5148,29.1708,10.8664,94.4876,102.741,71,101.988,728932,1996.75,9.82206,84.0554,185.306
"1996M11",2530.98,10.0825,125.577,7957.87,2.93328,-0.607451,30.6,5326.92,62.7382,293.285,83.1,28.2692,5.68,11.6529,28.6034,11.0104,94.6531,103.398,71.15,101.425,728963,1996.83,9.83868,83.1555,184.816
"1996M12",2628.12,10.1554,124.561,7814.13,2.99734,0.184624,30.2,5311.79,63.6129,295.788,66.9,27.8563,5.73,11.2764,31.254,11.1915,93.5919,93.6433,71.8,99.8342,728993,1996.92,9.90816,84.5644,183.531
"1997M01",2603.97,10.0341,123.797,7781.45,2.96619,-0.866392,21.1,5569.4,63.9797,301.996,44.2,29.2215,5.74,9.92946,31.0477,11.2969,98.1654,101.991,74.04,108.915,729024,1997,9.85881,82.4164,183.497
"1997M02",2686.9,10.111,122.796,7123.63,2.91477,-0.978556,25.8,5275.14,65.2875,306.258,46.1,29.7327,5.77,11.1268,27.2193,11.4659,97.3806,101.627,76.6,109.072,729055,1997.08,9.89152,83.3373,181.676
"1997M03",2676.85,10.2678,121.929,6876.53,2.7903,-1.03689,32.4,5400.16,64.309,307.076,41.6,29.9621,5.77,12.4287,24.4248,11.6166,97.0852,103.055,77.85,108.655,729083,1997.17,10.3002,84.4531,179.96
"1997M04",2750.24,10.3943,121.139,6859.82,2.74902,-0.574471,28.2,5987.26,65.2578,326.068,32.5,30.3015,5.81,14.0677,21.8399,11.6881,97.8445,103.064,78.28,109.082,729114,1997.25,10.6267,85.1984,179.926
"1997M05",2674.86,10.5209,120.599,6689.33,2.71039,-0.699565,14.8,5670.82,64.8906,315.461,34,30.802,5.84,15.8841,23.514,11.7695,97.5654,101.952,78.19,108.248,729144,1997.33,11.0596,85.2911,178.915
"1997M06",2697.55,10.696,119.672,6953.1,2.70395,-1.14322,16.1,5771.87,64.3212,317.85,28.6,31.6706,5.86,20.3957,21.8064,11.8718,99.2425,103.093,78.74,107.718,729175,1997.42,11.1703,85.9002,179.252
"1997M07",2728.69,10.8954,119.051,7403.04,2.64184,-0.923288,14.3,6151.38,66.2795,336.444,28.8,32.3635,5.9,20.1861,22.4635,11.9122,97.4662,102.424,80.14,107.352,729205,1997.5,11.2345,86.6468,180.156
"1997M08",2697.76,11.1003,118.445,6843.88,2.59976,-0.784276,16.2,6171.11,66.7875,352.828,28.3,32.8984,5.93,19.6039,22.433,11.9247,96.0284,101.709,80.99,106.736,729236,1997.58,11.2498,87.7797,205.222
"1997M09",2672.67,11.1979,117.749,7050.92,2.56085,-1.11164,15.6,6326.82,67.0135,372.742,24.8,33.187,5.97,18.737,22.1606,11.8917,94.7474,102.266,78.98,108.563,729267,1997.67,11.2212,89.3283,196.42
"1997M10",2696.72,11.2206,117.119,7614.31,2.47723,-0.955938,18.2,6517.6,67.3867,389.656,24,33.5099,6.05,18.4477,24.6991,11.8575,93.6557,101.356,77.86,107.909,729297,1997.75,11.1399,89.013,190.274
"1997M11",2656.09,11.236,117.035,7878.08,2.45747,-0.765141,20.5,6155.2,67.1447,407.009,23,33.0784,6.05,12.2014,24.3931,11.9351,93.617,101.02,78.14,108.696,729328,1997.83,11.1141,89.0556,183.512
"1997M12",2616.36,11.2642,116.593,7782.4,2.43778,-1.08329,28.4,6746.76,66.5512,426.952,28.6,32.7725,6.09,12.8947,22.725,12.0273,94.6127,98.9365,80.11,110.408,729358,1997.92,11.0561,90.6447,179.325
"1998M01",2566.11,11.0383,119.149,6619.08,2.50213,-1.08437,24.1,6557.15,65.2088,426.088,29.8,32.9107,6.11,10.4797,19.9637,12.1051,91.8616,97.3286,81.23,111.256,729389,1998,11.0635,89.2062,175.751
"1998M02",2504.8,11.0513,118.543,6240.74,2.4848,-0.397407,30.3,6182.22,66.2469,425.749,30.4,32.8818,6.14,10.2121,18.3734,12.1533,90.5573,96.9051,81.39,109.155,729420,1998.08,11.0654,89.9337,175.218
"1998M03",2626.14,11.142,118.207,6352.27,2.46668,-0.859073,25.9,6054.3,65.682,432.899,38.3,32.6977,6.23,11.9105,16.6308,12.1492,88.5234,95.6903,81.3,108.267,729448,1998.17,11.422,89.585,175.11
"1998M04",2470.03,11.2195,117.169,6181.39,2.40878,-0.822304,29.5,5891.16,65.6427,418.967,38.8,32.425,6.27,10.9566,16.7396,12.1271,88.4337,95.6365,80.67,108.866,729479,1998.25,11.6219,89.2523,174.011
"1998M05",2586.4,11.3075,116.43,6117.5,2.36893,-0.82606,47.6,5829.43,63.0743,410.88,40.4,32.005,9.33,9.62558,17.6782,12.0537,86.7653,95.1014,80.09,109.215,729509,1998.33,11.7219,88.3353,173.273
"1998M06",2540.77,11.3854,115.573,6558.67,2.31617,-0.79878,56.1,5657.82,62.4939,409.334,48,31.2997,15.91,11.1605,14.9836,12.0585,84.9268,93.9963,80.32,108.801,729540,1998.42,11.6393,88.7587,171.91
"1998M07",2523.27,11.5172,114.582,6565.09,2.27856,-0.783374,58.8,5327.39,60.7265,392.584,44.9,30.6471,16.01,13.8051,14.6736,11.9711,85.1081,94.6023,80.32,109.959,729570,1998.5,11.7108,88.6649,151.204
"1998M08",2581.17,12.1769,113.624,6077.66,2.20455,-0.521732,45.3,5012.6,59.7136,395.778,48.6,28.0921,17.88,8.19764,14.2578,11.7902,84.1725,95.0883,77.18,111.407,729601,1998.58,12.0446,84.609,154.406
"1998M09",2543.32,16.9134,112.879,6320.08,2.13178,-0.344993,139.7,3124.47,57.7841,361.921,46.8,22.0137,20.65,8.84027,16.0465,12.6116,71.5715,85.0691,49.55,105.846,729632,1998.67,12.1858,62.6352,160.028
"1998M10",2472.49,17.6711,112.134,5689.77,1.98052,-0.534594,84.9,2844.56,59.9434,345.028,49,21.8686,22.6,9.65609,15.4731,13.3073,74.0414,85.1657,45.7,96.9843,729662,1998.75,12.3626,61.2194,155.771
"1998M11",2547.45,18.5984,111.468,5555.33,1.91619,-0.74854,36.7,2850.85,60.519,355.779,44.8,21.7233,22.86,8.17483,14.0207,14.0412,72.1897,86.0155,47.14,97.0687,729693,1998.83,12.6787,60.5349,159.08
"1998M12",2567.29,20.6466,110.914,6254.92,1.85396,0.349214,27.8,2912.64,61.2885,385.201,41.7,21.1497,24.16,7.80138,13.0254,14.8333,70.2612,77.6583,43.37,95.7111,729723,1998.92,12.97,57.9707,164.9
"1999M01",2674.81,21.9037,110.895,5226.99,1.83499,-0.25226,28.1,3173.25,62.5968,389.772,45.5,20.762,24.16,7.0782,14.4881,15.8275,68.855,89.8853,42.78,94.6521,729754,1999,11.756,52.8159,164.858
"1999M02",2695.99,22.7328,110.626,5418.08,1.79023,-0.476374,20.4,3128.34,60.0455,416.824,44.1,20.6401,24.44,7.28424,13.3295,16.6743,68.3788,89.4854,44.76,96.0832,729785,1999.08,13.8121,53.3594,165.861
"1999M03",2641.37,23.3961,110.576,5653.49,1.75801,-0.20925,20.7,3306.69,61.5965,434.985,45.7,20.7093,24.21,6.67855,15.4099,17.3218,68.5017,90.8071,46.37,96.842,729813,1999.17,13.6948,55.2119,166.804
"1999M04",2653.27,24.1445,110.735,6577.21,1.68909,-0.349017,15.2,3217.37,60.9794,469.196,43.8,21.1302,24.19,7.07433,18.9524,17.9208,69.3247,91.5768,45.75,96.0261,729844,1999.25,13.3137,56.0493,168.955
"1999M05",2574.66,24.7086,110.894,5194.4,1.67686,-0.527152,7.1,3004.48,61.212,493.515,43.5,21.6149,24.81,8.0337,18.6978,18.5989,69.9057,92.4912,47.14,96.9031,729874,1999.33,13.0046,56.4467,169.864
"1999M06",2657.74,25.253,111.123,5496.91,1.67853,0.000871823,8.4,3948.25,61.4862,532.448,32.2,21.8435,25.05,8.18951,19.3797,19.2846,69.6261,94.533,48.68,97.6709,729905,1999.42,12.7189,57.3359,171.045
"1999M07",2620,26.0661,111.373,6197.04,1.69324,-0.0362854,9,3187.55,62.4404,565.218,38.9,21.9116,26.05,7.82692,22.8001,19.9017,69.7398,96.0077,50.37,97.149,729935,1999.5,12.5897,56.6078,168.507
"1999M08",2604.47,26.6542,110.785,6067.4,1.73868,-0.0963101,9.3,3189.51,62.3484,587.453,38.5,21.9844,26.53,6.82375,24.2045,20.7761,71.1173,96.2699,49.6,97.9691,729966,1999.58,12.5254,57.4627,160.692
"1999M09",2667.55,27.2015,111.828,6416.85,1.79586,-0.0464286,18.2,3261.23,64.346,614.196,37.8,22.2335,27,6.63348,26.5559,21.9251,71.4223,97.38,48.44,97.9953,729997,1999.67,12.4277,58.1574,171.242
"1999M10",2695.53,27.5796,112.003,6768.63,1.95793,0.128783,16.1,3294.16,61.4348,649.594,37,22.9471,28.55,7.08088,27.2524,23.0835,72.0463,99.4879,47.76,98.7634,730027,1999.75,12.4728,59.0484,172.479
"1999M11",2681.36,27.8739,112.137,7352.68,2.03538,0.360756,13.2,3342.37,63.1275,663.731,38.3,23.6323,28.65,7.59853,31.5232,24.0956,72.4026,100.096,47.39,99.0524,730058,1999.83,12.4587,60.835,173.301
"1999M12",2659.95,28.1411,112.379,8600.69,2.1176,-0.120718,11.8,3353.11,74.2828,687.824,31.3,24.2834,28.6,8.45723,33.8694,24.8385,75.4826,101.517,47.05,100.452,730088,1999.92,12.1354,63.3889,174.312
"2000M01",2545.24,28.3113,112.855,7888.94,2.97269,0.10082,11.8,3470.65,70.0141,708.351,34,25.0741,28.4,8.9124,33.3714,25.7917,74.2305,103.896,45.29,102.207,730119,2000,11.6959,64.3463,175.865
"2000M02",2606.17,28.5037,113.027,8731.66,3.05675,0.554818,11.3,3668.48,69.1464,729.533,31.3,25.8777,28.23,9.60619,36.1062,26.6947,77.3196,106.913,45.72,103.134,730150,2000.08,11.3866,65.5253,177.211
"2000M03",2480.86,28.7069,113.2,8858.99,3.13616,0.397654,6.5,3522.58,67.8656,757.638,29.8,26.6354,28.05,11.4564,34.9248,27.385,78.4484,108.064,46.6,103.863,730179,2000.17,11.0435,66.1613,177.917
"2000M04",2559.1,28.9948,113.249,8279.71,3.16131,0.557098,11.1,3355.86,73.2732,786.365,29.2,27.2256,27.82,13.4099,28.1788,27.752,78.5137,108.729,47.3,103.858,730210,2000.25,10.7429,67.4147,177.314
"2000M05",2588.04,29.5234,113.445,8569.74,3.24631,0.828491,7.6,3532.16,67.774,799.018,25.5,27.977,27.75,15.8777,33.6609,28.2595,79.9453,110.05,49.94,104.149,730240,2000.33,10.4891,67.8935,177.886
"2000M06",2488.84,30.3342,113.539,8897.71,3.33308,0.837302,5.1,3589.2,68.54,789.505,23,28.6034,27.75,17.6846,36.8665,28.8913,79.8456,111.907,50.53,105.067,730271,2000.42,10.4719,68.4939,178.721
"2000M07",2514.08,30.9942,113.658,8462.72,3.48337,0.607208,3.4,3566.15,67.9327,796.306,22.7,29.5375,27.82,19.9552,34.7389,29.8514,80.0757,111.993,52.69,105.954,730301,2000.5,10.4323,68.7088,178.304
"2000M08",2497.69,31.6083,113.684,8961.08,3.58947,0.67157,4.6,3838.62,68.7778,819.691,20.9,30.0876,27.89,20.2889,35.8651,30.275,79.8565,114.13,54.49,106.477,730332,2000.58,10.2741,69.6209,179.926
"2000M09",2470.94,32.2097,113.608,8927.42,3.70068,0.73099,3.3,3906.21,68.4897,832.836,20.5,30.7884,28.16,21.4739,39.1802,30.7467,81.2659,114.402,56.5,106.964,730363,2000.67,10.0902,70.4779,183.009
"2000M10",2451.86,32.8878,113.633,8629.31,3.82337,0.614572,5.2,3996.84,68.8262,854.429,20,31.1031,28.4,22.2899,38.1097,31.5461,80.0729,114.874,58.01,107.41,730393,2000.75,9.86997,71.2108,181.201
"2000M11",2437.59,33.3422,113.609,9716.94,3.9284,0.643953,8.5,4160.32,69.4337,875.154,18.1,31.7833,28.62,24.0352,41.7617,32.118,82.2604,116.559,58.82,108.485,730424,2000.83,9.68677,72.6519,180.628
"2000M12",2495.57,33.8025,113.641,8933.59,4.02279,0.604567,7.3,4105.69,69.887,875.095,18.2,32.3032,28.74,24.2643,33.6078,32.7294,81.4553,115.693,58.3,109.65,730454,2000.92,9.66142,72.0751,181.105
"2001M01",2552.95,34.2067,113.712,9704.08,4.14937,0.517976,5.4,3960.75,70.4135,887.891,18.6,32.2978,28.83,25.8885,33.9304,33.2986,82.3067,118.199,57.89,109.811,730485,2001,9.54138,80.0261,183.325
"2001M02",2484.2,34.879,113.649,9055.79,4.21177,0.347059,12.1,4084.48,69.9102,894.973,19.1,32.5753,29.14,24.5907,35.8185,33.5855,82.3129,118.501,59.17,111.62,730516,2001.08,9.55059,77.9695,183.177
"2001M03",2574.38,35.5361,113.374,8672.01,4.24291,0.735992,8.3,4181.52,69.9723,901.282,18.8,32.8438,29.07,25.9422,31.02,33.8063,83.7198,118.245,60.77,112.284,730544,2001.17,9.27038,79.7108,183.651
"2001M04",2553.55,36.203,113.277,8485.51,4.29846,0.768057,9,4302.08,69.7165,921.203,17.5,33.3234,29.32,27.8683,31.9401,33.9645,83.8812,119.63,62.1,113.627,730575,2001.25,9.05071,78.373,184.775
"2001M05",2565.4,36.857,113.01,8635.85,4.24131,0.79323,6.9,4696.79,72.2497,957.357,18.1,33.3847,29.41,29.7486,34.9501,34.3488,84.9283,121.441,62.9,115.855,730605,2001.33,8.86632,80.1809,185.786
"2001M06",2620.96,37.5269,112.842,9329.44,4.15117,0.54346,13.2,4658.07,71.3235,977.569,18,33.7471,29.39,31.2512,34.4278,35.1429,87.4485,120.842,64.31,116.309,730636,2001.42,8.93374,80.5636,186.41
"2001M07",2614.97,37.8121,112.642,7973.13,3.92764,0.471038,6.2,4358.96,70.897,997.075,18.6,34.5745,29.68,32.6946,29.898,35.3128,87.7878,121.556,64.01,116.275,730666,2001.5,8.99672,82.6429,197.305
"2001M08",2650.18,38.1633,112.316,8881.58,3.77551,0.606035,7.3,4652.05,71.3432,1008.86,18.1,35.5966,29.9,33.6858,30.7983,35.1656,89.8134,122.646,62.94,117.98,730697,2001.58,9.05971,84.9353,201.201
"2001M09",2698.15,38.6135,112.056,8463.81,3.61341,0.285183,8.1,4391.24,71.6204,1024.55,17.2,36.6317,30.14,34.044,30.6779,35.024,90.1247,122.734,62.83,118.211,730728,2001.67,8.98256,84.9784,196.863
"2001M10",2737.42,39.0334,111.731,7746.98,3.39873,0.877624,7.3,4627.46,73.1108,1037.26,17.4,37.2811,30.68,34.0164,25.2363,35.1888,88.7525,123.311,63.39,119.444,730758,2001.75,8.8742,86.8281,183.085
"2001M11",2746.31,39.5125,111.3,8091.97,3.23859,0.931032,13.5,4836.06,73.5383,1032.43,17,37.3196,30.94,33.2769,24.3261,35.4762,88.7745,123.191,63.93,120.332,730789,2001.83,8.7943,87.4612,186.869
"2001M12",2729.92,40.0886,111.057,7271.93,3.0803,0.981342,23.9,4836.69,71.4094,1027.52,16.5,38.4522,31.12,32.5424,24.73,35.6957,88.2149,124.623,63.83,121.059,730819,2001.92,8.46791,90.5732,191.304
"2002M01",2671.22,40.7476,111.432,7808.69,2.90779,0.901597,10.7,5028.19,73.277,1011.94,17.9,37.5059,31.2,32.3167,25.7808,35.7591,90.6166,121.23,64.87,121.657,730850,2002,8.16754,91.9727,191.129
"2002M02",2710.96,41.0761,110.995,7331.5,2.79476,0.587281,13.3,4882.03,72.0531,974.336,15.9,37.7875,31.31,32.7683,26.5144,35.4756,91.2395,121.239,65.44,122.185,730881,2002.08,7.82806,92.2752,192.345
"2002M03",2728.47,41.5246,110.413,8216.6,2.70437,0.381636,12.6,5016.72,71.8462,967.411,15.8,38.2101,31.45,33.1792,30.1153,35.4724,92.0662,122.678,66.36,123.013,730909,2002.17,7.98652,92.984,193.184
"2002M04",2762.34,42.0154,109.854,9524.62,2.61888,0.262408,9.7,5545.56,72.4038,951.624,18.3,38.6766,31.45,35.0245,32.0629,36.0623,94.7113,122.706,66.23,124.64,730940,2002.25,8.24539,94.8968,193.087
"2002M05",2761.65,42.7451,109.451,8666.54,2.56767,0.258502,5.2,5320.07,72.3174,944.092,17.7,39.2173,31.57,38.4959,31.2405,36.7959,92.6568,122.489,65.9,124.011,730970,2002.33,8.46445,94.819,192.927
"2002M06",2770.51,43.049,108.995,8382.88,2.53726,0.178427,6.4,5447.08,72.8562,948.063,15.2,39.6989,31.68,39.848,29.9665,37.8345,94.3474,123.701,64.92,125.871,731001,2002.42,7.80416,95.5903,192.754
"2002M07",2807.44,43.479,108.458,9150.08,2.51036,0.594164,13.4,5836.83,74.5413,948.944,16,40.3133,31.77,39.5635,31.3929,38.7353,96.3354,124.613,64,127.958,731031,2002.5,7.6643,98.0619,193.882
