"obs","construction","cpi","employment","export","gas_price","gov_balance","ib_rate","import","ind_prod","labor_request","lend_rate","m2","ner","nfa_cb","oil_price","ppi","real_income","real_investment","reer","retail","time","time_y","unemp_rate","wage","agriculture"
"2014M08",7026.78,132.065,95.3533,40797.5,10.4552,-0.87003,7.9,26767.8,109.887,1945.79,10.6,232.606,49.4,419.238,122.222,148.673,212.737,296.842,104.14,323.274,735445,2014.58,5.12626,246.554,263.03
"2014M09",7128.21,133.19,95.413,37974.2,10.3464,-0.96544,8,27573,111.66,1913.85,10.6,231.876,56.58,409.223,116.956,147.582,210.05,295.771,101.69,323.084,735476,2014.67,5.15709,249.62,287.616
"2014M10",7313.41,134.354,95.2014,40294.2,10.4393,-1.46019,8.2,26438.8,111.891,1882.9,10.8,230.55,69.62,383.281,107.578,149.553,210.134,295.841,96.14,323.256,735506,2014.75,5.17973,248.465,284.034
"2014M11",7347.1,135.986,95.2467,35547.5,10.258,-0.967976,10.2,24154.8,110.503,1813.18,12,229.493,61.19,373.657,100.761,150.855,204.982,290.101,87.86,323.484,735537,2014.83,5.19385,245.185,283.377
"2014M12",7605.87,139.455,95.0407,33974.3,10.1947,-2.0767,15.47,23845.7,112.641,1682.71,18.31,218.031,57.86,339.37,82.6898,153.128,203.565,293.558,75.82,327.019,735567,2014.92,5.17114,240.793,283.064
"2015M01",7822.99,144.273,95.6849,31910.9,9.6664,-2.11747,17,19024.6,110.187,1556.67,19.9,217.183,51.31,327.146,64.1549,155.686,203.812,289.899,70.14,300.013,735598,2015,5.17205,236.394,279.761
"2015M02",8083.06,147.292,95.2522,32022.6,9.39007,-1.69551,15.12,19155,109.384,1399.62,18.1,215.771,52.65,313.431,75.7021,158.294,204.332,288.733,73.98,296.705,735629,2015.08,5.36448,236.58,278.821
"2015M03",8071,148.935,94.9506,31403.4,9.05096,-1.46983,14.9,18866.3,109.951,1292.98,17.9,214.765,55.71,309.092,70.9171,164.895,203.02,288.835,81.9,295.365,735657,2015.17,5.56802,231.963,278.284
"2015M04",8139.81,149.616,94.6364,31530.1,7.51787,-2.87885,14.36,17925.8,110.086,1181.84,17.17,215.026,51.7029,307.717,74.1959,168.023,203.043,286.345,92.91,293.734,NA,NA,5.63197,233.815,276.808
"2015M05",8321.74,150.65,94.3753,31881.9,8.55088,-2.23275,NA,18053.8,110.115,1122.7,NA,215.548,52.9716,308.895,NA,168.613,202.989,285.746,NA,293.667,NA,NA,5.62018,233.467,276.28
"2015M06",8464.4,151.612,94.1202,32176.3,8.3503,-2.33545,NA,17848.5,110.151,1102.67,NA,216.141,NA,NA,NA,169.252,202.826,284.675,NA,293.668,NA,NA,5.59676,233.16,275.457
"2015M07",8609.55,152.522,93.87,32469.6,8.17721,-2.43929,NA,17495,110.187,1082.83,NA,216.798,NA,NA,NA,169.901,202.657,283.61,NA,293.66,NA,NA,5.57332,232.841,274.639
"2015M08",8757.25,153.396,93.6245,32765.5,8.02797,-2.54427,NA,17416.2,110.225,1063.19,NA,217.555,NA,NA,NA,170.551,202.508,282.55,NA,293.643,NA,NA,5.54989,232.511,273.826
"2015M09",8907.54,154.242,93.3836,33054.8,7.89946,-2.6504,NA,17143.9,110.263,1043.75,NA,218.378,NA,NA,NA,171.195,202.346,281.495,NA,293.617,NA,NA,5.52644,232.168,273.016
"2015M10",9060.48,155.07,93.147,33338.8,7.78909,-2.75768,NA,16930.5,110.301,1024.51,NA,219.233,NA,NA,NA,171.831,202.18,280.444,NA,293.581,NA,NA,5.503,231.814,272.21
